Seed: 701178535
FFE found;Fitness
130;-79429
935;-71179
2991;-69872
6819;-69008
8290;-68924
11517;-68334
13268;-68181
15116;-67761
19111;-66928
27370;-66701
29513;-66314
61612;-66172
64641;-66004
94162;-65846
158884;-65821
175298;-65727
211121;-65718
220256;-65635
248590;-65619
434592;-65459
455205;-65279
629838;-65123
1477156;-65106
2002636;-65073
2408117;-65035
2490672;-65031
2846283;-64960
3893364;-64900
8030774;-64892
8851512;-64879
9975883;-64866
10222486;-64853
27918901;-64778
38732979;-64764
43493228;-64754
70701022;-64742
82915329;-64727
88349624;-64713
148516933;-64701
150301396;-64682
150921340;-64664
152767076;-64659
153223440;-64634
153269297;-64631
180445967;-64628
