Seed: 2282676598
FFE found;Fitness
64;-80745
473;-71297
1065;-70769
2549;-69508
3547;-69202
4763;-67511
9061;-67031
21419;-66994
25313;-66631
27351;-65922
33671;-65875
95799;-65574
123355;-65538
177113;-65468
242520;-65422
460186;-65405
465707;-65230
771655;-65102
1473480;-65049
1855867;-65027
4221754;-65017
4644286;-65005
6041623;-64989
7110004;-64869
21465583;-64857
32377931;-64827
41061719;-64823
66009682;-64806
74879731;-64761
93604048;-64754
103847380;-64722
107560750;-64720
122390247;-64709
127568467;-64696
131553607;-64694
133919691;-64668
