Seed: 840795666
FFE found;Fitness
171;-77348
1256;-71824
2430;-69984
3699;-69692
7983;-69577
9449;-69294
11019;-68218
19900;-68182
23984;-68102
30701;-68060
53143;-67762
69346;-67754
80214;-67607
136856;-67600
164520;-67385
168013;-67265
241282;-67193
293647;-67189
327609;-67110
395975;-67100
547353;-66994
1310552;-66980
1523809;-66910
2064777;-66904
2689582;-66844
2854747;-66787
3342233;-66691
42551492;-66630
45915997;-66571
52578449;-66564
64689588;-66561
71159417;-66535
76811147;-66519
106685087;-66492
107654741;-66426
123022176;-66415
