Seed: 1204613631
FFE found;Fitness
189;-74757
1264;-70281
2438;-70202
3700;-69798
7705;-69742
9166;-68903
12374;-68662
15782;-68185
25127;-67954
43915;-67745
121950;-67693
196554;-67603
200621;-67387
288736;-67364
297454;-67356
348321;-67305
387472;-67122
462924;-67059
698200;-67036
759227;-67011
828078;-66998
877279;-66972
991653;-66959
1156766;-66899
1747574;-66874
1822383;-66870
1907080;-66857
2002917;-66853
2047059;-66845
2200028;-66815
2218763;-66798
2881714;-66769
8594255;-66764
10769765;-66763
10987658;-66714
11884826;-66709
13045897;-66697
14864827;-66668
18207979;-66663
36402678;-66638
59235638;-66633
97829142;-66583
155973816;-66573
171893879;-66547
