Seed: 2299897129
FFE found;Fitness
38;-90111
363;-79595
949;-76564
1633;-74364
2414;-72792
3291;-72715
4265;-71918
5338;-71232
7762;-70790
10677;-70775
13902;-70532
23505;-69833
25597;-69830
27834;-69757
49596;-69735
52313;-69650
57805;-69617
69589;-69615
78577;-69599
90800;-69575
97109;-69500
103463;-69496
147222;-69447
181044;-69427
196497;-69388
253472;-69289
297470;-69283
444461;-69270
454269;-69197
633199;-68819
811733;-68807
823181;-68767
1093878;-68750
1897907;-68667
2545958;-68580
2999361;-68547
3234171;-68542
3257223;-68540
3731084;-68511
4401355;-68437
6676888;-68419
11086222;-68405
11846579;-68388
37825141;-68380
72889211;-68373
143433093;-68362
156330144;-68347
