Seed: 1717818073
FFE found;Fitness
4;-87568
266;-79470
1073;-74692
2048;-74081
3124;-72431
4292;-71908
5554;-71790
8103;-71390
13956;-71335
15703;-71230
17482;-70990
23068;-70543
42547;-70394
61777;-70294
67020;-70281
69743;-70226
75331;-70172
84176;-70113
99660;-70079
115774;-69858
126018;-69846
143538;-69796
176817;-69727
196030;-69724
227470;-69497
247655;-69488
284330;-69374
367479;-69364
394450;-69184
572922;-69145
948637;-69105
1071454;-69091
1137678;-69079
1354659;-69067
1506767;-69039
1742595;-69026
2342088;-68989
2484435;-68905
2668748;-68880
2693240;-68787
3165071;-68744
3967942;-68728
4664905;-68636
4694727;-68565
4754387;-68560
5169275;-68550
5263071;-68548
5434456;-68543
5466910;-68541
5587746;-68523
7157727;-68519
9791741;-68461
11138014;-68447
15170782;-68324
19406162;-68321
20972674;-68314
21786174;-68299
25375655;-68294
27424787;-68269
51333233;-68254
