Seed: 546382363
FFE found;Fitness
170;-85593
755;-77469
1441;-75930
2220;-74135
3098;-73087
4074;-73049
5195;-73032
6556;-71616
8038;-70926
11166;-70861
12867;-70813
14573;-70460
20410;-70443
22529;-70197
24713;-70037
29233;-69893
36711;-69870
41762;-69865
49861;-69775
76706;-69732
89329;-69572
116791;-69389
138530;-69345
157775;-69277
165724;-69137
191546;-68995
250869;-68975
284913;-68967
344286;-68946
548603;-68938
830359;-68930
942175;-68880
1001741;-68821
1032015;-68812
1268378;-68709
2272358;-68699
2940650;-68672
5450666;-68662
5538413;-68649
8654821;-68616
10026227;-68613
15122340;-68605
15748350;-68595
15898646;-68564
16138515;-68550
21267429;-68539
144089015;-68525
205724489;-68520
206257038;-68515
213034689;-68512
216002615;-68498
