Seed: 628523425
FFE found;Fitness
279;-81322
1062;-74436
1939;-72432
2954;-72171
4201;-71825
5661;-71401
8723;-71342
10326;-71207
12022;-71048
15882;-70419
24235;-70323
26473;-70141
28802;-70129
35890;-70104
38419;-69923
46284;-69918
49044;-69893
51858;-69714
87906;-69534
104646;-69265
136735;-69227
147991;-69195
151822;-69158
196998;-69149
219469;-69068
251980;-69052
290735;-68889
320908;-68826
472949;-68731
665133;-68715
870661;-68706
2648464;-68703
2865094;-68691
3859818;-68631
3882816;-68613
3998535;-68598
4045207;-68597
6967038;-68584
7089272;-68583
7903373;-68459
9492649;-68458
11071926;-68455
11483187;-68437
12230416;-68424
37641829;-68417
60408120;-68388
