Seed: 681788187
FFE found;Fitness
187;-83349
967;-74806
1892;-74536
3003;-72930
4266;-72574
7147;-72214
8894;-71876
10641;-71325
14363;-70549
18245;-70509
22135;-70083
28504;-70069
37728;-70045
53291;-69908
56105;-69828
73595;-69708
100441;-69705
103974;-69688
107564;-69655
129435;-69651
144809;-69616
164427;-69495
192273;-69434
212327;-69374
216499;-69364
245947;-69272
271809;-69235
317374;-69206
374623;-69183
433719;-69172
479448;-69114
495011;-69110
500203;-69080
569134;-68982
672515;-68964
875791;-68931
1183394;-68889
1209345;-68859
2024172;-68829
2039112;-68774
2321585;-68771
2452885;-68746
2539560;-68646
3880391;-68639
5035414;-68632
5274130;-68626
7092824;-68613
15836819;-68590
37874481;-68513
38774495;-68497
56055065;-68495
60049425;-68485
64604448;-68470
170737543;-68454
