Seed: 1035891432
FFE found;Fitness
119;-83243
555;-76649
1170;-75381
1978;-73939
2949;-73052
4022;-72124
5238;-71850
6601;-71279
11167;-70906
14607;-70760
20605;-70578
25069;-70529
29568;-70335
37045;-70289
61794;-70147
73536;-70080
85566;-70009
88743;-69881
153236;-69581
156923;-69287
160616;-69251
180033;-69236
188282;-69177
192508;-69169
205804;-69147
210267;-69146
214730;-69099
228122;-69093
255906;-69075
260662;-69066
279904;-69065
284759;-69052
294662;-69039
309797;-69024
320129;-68998
346915;-68876
572943;-68874
635621;-68863
718331;-68839
894752;-68831
981165;-68813
1309671;-68803
1762019;-68786
1988174;-68713
2131321;-68575
2214649;-68568
2432260;-68550
2440263;-68523
2693703;-68518
2926333;-68508
4100606;-68498
5761207;-68461
6031674;-68426
7264272;-68415
18232559;-68407
