Seed: 2149715704
FFE found;Fitness
49;-89589
248;-81956
542;-79679
937;-79072
1430;-75434
2934;-73491
3976;-72079
5293;-71548
8285;-71305
9994;-70391
13741;-70303
22151;-70287
26730;-70209
29163;-70105
34165;-70101
39405;-69819
50132;-69745
55760;-69722
64401;-69576
82603;-69520
121871;-69481
128994;-69450
136268;-69369
162896;-69008
308425;-68939
475580;-68935
491014;-68929
522605;-68861
544472;-68830
772237;-68824
813997;-68823
819962;-68746
970518;-68669
1181515;-68622
2573113;-68599
3472544;-68588
4172480;-68539
12040146;-68526
31084877;-68497
50914749;-68436
169553815;-68435
180095760;-68408
185038900;-68385
212466709;-68371
212650252;-68259
212922665;-68258
212939940;-68244
212974617;-68243
213131531;-68238
213291308;-68234
213309157;-68215
