Seed: 3153770563
FFE found;Fitness
171;-79031
780;-74559
1753;-73329
2858;-72990
4124;-71024
5483;-70495
9777;-70415
14788;-70292
16592;-69845
22725;-69634
27391;-69615
42052;-69613
47098;-69513
49621;-69475
54772;-69398
101503;-69395
231349;-69370
403625;-69274
407409;-69263
575328;-69173
584069;-69166
732529;-69157
756454;-69103
1092101;-69092
1393902;-69083
1873663;-69078
2882330;-68847
3447416;-68841
16189734;-68798
17427326;-68784
17512314;-68763
17589637;-68751
21570468;-68731
25165457;-68716
25489712;-68695
26280193;-68632
26667888;-68631
27142481;-68624
27274940;-68611
53279139;-68591
85533862;-68532
91937777;-68521
108130260;-68500
108669090;-68450
120500335;-68441
123815530;-68414
153268264;-68413
153535961;-68392
159693299;-68387
