Seed: 2823874341
FFE found;Fitness
192;-83436
900;-75458
1777;-74693
2750;-72995
3818;-72839
6056;-72675
7227;-71824
9957;-71675
11514;-71632
13164;-70560
18339;-70524
20186;-70285
24027;-70166
39246;-70044
41672;-69856
46632;-69618
68542;-69411
99201;-69393
112446;-69383
119137;-69345
139521;-69320
198365;-69289
229125;-69286
248530;-69122
342369;-69113
346984;-69080
384561;-69064
423606;-68975
572680;-68941
636404;-68907
739439;-68880
755738;-68871
844072;-68769
898311;-68755
991123;-68730
1206681;-68719
2154929;-68687
2170208;-68676
4519898;-68626
6565908;-68625
6933407;-68594
6961545;-68588
7009480;-68565
7546646;-68548
32317387;-68526
56872218;-68489
