Seed: 3790603705
FFE found;Fitness
174;-83701
816;-74580
1641;-74171
2535;-72124
4716;-71707
5987;-71413
7374;-70905
10382;-70833
13591;-70697
18698;-70693
20543;-70660
22436;-70480
24413;-70289
36967;-70276
46151;-70049
48626;-70036
53564;-70032
56064;-69906
61200;-69865
63820;-69619
124888;-69572
142998;-69529
189471;-69462
197425;-69406
295819;-69363
323280;-69360
332692;-69238
433288;-69156
619276;-69133
629904;-69071
667423;-68912
977189;-68890
1041148;-68839
1067099;-68836
1560159;-68793
1792627;-68777
2751025;-68732
3438506;-68729
3498328;-68698
5353108;-68639
5574292;-68595
6216443;-68530
6592843;-68526
7673806;-68520
8378177;-68519
8486671;-68488
11166300;-68484
11332923;-68446
19250783;-68434
133014892;-68405
139209214;-68401
165757039;-68390
173958177;-68385
217037190;-68370
