Seed: 3981250607
FFE found;Fitness
84;-85196
435;-76159
917;-74521
1605;-73822
2389;-73252
3268;-72419
5317;-72358
7602;-71395
11690;-71129
14791;-71092
16382;-71073
17985;-71041
21382;-71004
23230;-70509
27112;-70336
29059;-70288
39502;-70162
41745;-70079
58939;-69969
64428;-69883
73113;-69865
91213;-69849
94318;-69697
181638;-69627
204356;-69346
264895;-69317
312202;-69248
338875;-69236
343435;-69203
446885;-69138
686379;-69069
731867;-69052
806279;-69018
976278;-69005
1012709;-68980
1074700;-68978
1111962;-68959
1130783;-68944
1156115;-68943
1182167;-68940
1188715;-68888
1528601;-68883
1737706;-68880
2326456;-68876
2585869;-68875
3250005;-68853
3592205;-68843
5914345;-68842
7005375;-68812
9351027;-68789
10290833;-68786
14853459;-68687
16078862;-68660
20972214;-68605
29892023;-68590
30954599;-68536
51361880;-68511
69723272;-68488
82412228;-68467
97432761;-68454
188532341;-68439
205728982;-68421
