Seed: 3624277793
FFE found;Fitness
166;-84790
658;-79670
1301;-74423
2134;-74269
3158;-73164
4324;-72127
5540;-71900
6907;-71762
8403;-71346
10111;-70149
19974;-69825
31597;-69757
36643;-69753
46840;-69743
72139;-69729
75196;-69541
103837;-69532
107136;-69505
184350;-69410
204019;-69367
240601;-69331
261033;-69317
286076;-69215
298789;-69186
379281;-69169
426054;-69157
435657;-69148
459901;-69129
764690;-69084
968411;-69055
2547863;-69052
2815074;-69035
3168827;-69018
3188566;-69014
3201775;-68995
3545345;-68990
3594919;-68985
3888549;-68972
3939481;-68834
4482273;-68829
4823776;-68826
5285217;-68798
5461790;-68778
5600192;-68767
5707261;-68759
5741027;-68755
5818466;-68731
5835734;-68678
5870313;-68670
6054201;-68635
6324842;-68630
6436964;-68608
8635173;-68591
14418455;-68542
20924179;-68502
33977726;-68490
35839841;-68448
80861771;-68407
124403316;-68405
160336397;-68386
161540203;-68355
170840068;-68332
213414974;-68306
