Seed: 980941369
FFE found;Fitness
44;-96743
245;-82526
543;-78524
1003;-75935
1684;-73037
2465;-72241
3354;-71874
5629;-71789
6994;-71458
9906;-71202
11362;-71046
12822;-70769
15958;-70757
19596;-70293
21672;-70173
23908;-70140
28521;-70126
30900;-70122
33279;-70061
38136;-69834
51387;-69813
68373;-69794
80405;-69725
95699;-69376
205954;-69104
214298;-69097
244202;-68962
337178;-68961
418712;-68936
588444;-68926
770716;-68887
776440;-68832
1145127;-68800
1580130;-68778
2110506;-68762
2317537;-68730
2511794;-68719
3130415;-68711
3483747;-68706
13757791;-68684
21518178;-68665
36144784;-68658
38629254;-68624
41292384;-68595
62364958;-68556
89196818;-68522
132732187;-68491
149402868;-68488
218231514;-68476
