Seed: 2644907292
FFE found;Fitness
96;-81361
495;-77315
1083;-75986
1767;-74409
2665;-73468
3880;-72211
6702;-71925
8165;-71593
11377;-70964
22255;-70913
24200;-70877
26238;-70801
28282;-70110
32509;-70046
44430;-70039
52544;-69764
61383;-69618
93287;-69591
96634;-69421
125943;-69365
190255;-69306
224952;-69305
261122;-69282
274806;-69139
359656;-69128
364513;-69067
369465;-69018
379507;-68969
963422;-68904
1198934;-68901
1611947;-68866
1724094;-68829
1867341;-68822
2276451;-68770
2666711;-68769
2939694;-68642
3179100;-68638
4291138;-68636
4326173;-68602
4397313;-68589
4505346;-68485
4597754;-68454
4732985;-68448
4752680;-68438
4963640;-68420
5409592;-68418
5613594;-68403
6033081;-68368
95632348;-68354
103168926;-68331
186513871;-68304
