Seed: 2937669475
FFE found;Fitness
38;-90146
364;-77458
1055;-75200
2027;-73317
4303;-73256
5570;-72865
8390;-71749
9904;-71615
13349;-71610
15162;-71014
17107;-70566
23159;-70401
52105;-70171
80398;-70159
92050;-70090
95058;-70047
104082;-69948
119562;-69902
138728;-69352
165899;-69324
205006;-69313
216124;-69289
231466;-69234
280005;-69202
332060;-69138
359096;-69133
363743;-69106
401754;-69066
442262;-69033
447449;-69015
479261;-69011
715794;-68979
758225;-68974
837681;-68953
963551;-68945
996051;-68943
1178438;-68923
1238105;-68912
1487692;-68887
1859636;-68870
3367361;-68857
3391517;-68855
3463985;-68851
3504302;-68847
3601789;-68722
4733497;-68703
4968377;-68678
8554683;-68634
9244602;-68554
10186982;-68496
10592800;-68494
10736710;-68474
11114040;-68461
12181427;-68444
120118093;-68426
131315293;-68408
173451692;-68392
175448099;-68378
196981640;-68376
203349174;-68352
