Seed: 146958183
FFE found;Fitness
37;-90693
289;-78847
778;-74993
1390;-73519
2169;-72582
3085;-72492
4192;-72080
5357;-71564
12244;-71320
16962;-71303
18709;-70769
26396;-70725
30771;-70375
35533;-70190
40594;-70184
46028;-70070
66707;-70053
75784;-69965
85302;-69913
122026;-69639
129160;-69524
181902;-69507
206269;-69487
243717;-69422
256913;-69389
265937;-69371
615798;-68960
700659;-68952
711529;-68947
722563;-68927
733767;-68855
796731;-68816
1635377;-68804
1806373;-68789
1972041;-68764
3855288;-68759
6271960;-68743
7956591;-68733
8378130;-68731
8476976;-68689
10505613;-68666
11754314;-68645
13117680;-68552
18178754;-68526
39292098;-68512
54674013;-68498
67680738;-68490
77672371;-68469
80521735;-68453
82764736;-68428
