Seed: 1853789743
FFE found;Fitness
188;-80115
774;-76128
1512;-74501
2389;-72771
3362;-72622
4433;-72493
5602;-72071
6948;-71904
10157;-71582
13564;-70811
17356;-70362
19335;-70176
35565;-70047
43425;-70040
59443;-70031
82460;-69994
85469;-69902
100958;-69863
113773;-69808
164461;-69731
174853;-69684
277393;-69683
281565;-69550
307269;-69498
357096;-69488
361656;-69386
375613;-69358
394629;-69344
404137;-69306
427907;-69293
517250;-69286
527435;-69149
691807;-69090
1035542;-69049
1255326;-69027
1401936;-69023
1428752;-68963
1564554;-68951
1910648;-68947
2021075;-68931
2427801;-68873
3131210;-68850
6244181;-68848
6888216;-68805
7841272;-68790
8075055;-68781
10415244;-68766
11230625;-68746
11241297;-68742
11316922;-68734
11954491;-68717
14129100;-68577
15275094;-68572
15415641;-68557
15518806;-68504
15557521;-68478
15924785;-68474
16165260;-68469
16232963;-68464
16369585;-68455
34805820;-68411
