Seed: 176627704
FFE found;Fitness
66;-85475
464;-77689
956;-75360
1548;-73881
2243;-72576
4872;-72185
5879;-72012
7052;-71972
9687;-71101
19096;-71015
23159;-70688
25345;-70433
39327;-70154
46735;-70067
63102;-70004
66013;-69664
74848;-69628
77906;-69540
100771;-69517
114743;-69495
125231;-69340
162131;-69333
216768;-69324
241069;-69308
261451;-69193
367082;-69177
458172;-69167
482427;-69141
521571;-69086
710740;-69083
755375;-69063
898710;-69048
1003817;-68981
1551836;-68941
2267783;-68929
4486675;-68913
4937695;-68878
5187483;-68876
5643316;-68870
5938239;-68829
6353413;-68736
7221352;-68725
8824093;-68723
9663637;-68721
11226026;-68686
12263580;-68679
15236270;-68661
18902330;-68632
19861943;-68630
23387025;-68617
31602527;-68614
61901850;-68600
84597187;-68434
101477979;-68399
106156031;-68294
106836270;-68287
107265009;-68280
