213309157;-68215
216002615;-68498
34805820;-68411
82764736;-68428
45398633;-68412
205728982;-68421
170737543;-68454
156330144;-68347
213414974;-68306
60408120;-68388
218231514;-68476
217037190;-68370
107265009;-68280
56872218;-68489
18232559;-68407
186513871;-68304
143224091;-68349
51333233;-68254
159693299;-68387
203349174;-68352
srenia;0.46340101672004935;
mediana;0.4782404278452;
