Seed: 3305838033
FFE found;Fitness
51;-87149
411;-78267
1095;-75644
1879;-73589
3851;-72805
5025;-72627
6245;-72422
7555;-72169
8914;-71514
10276;-71420
11734;-71015
13337;-70405
20939;-70400
27298;-70399
38724;-70370
41334;-69760
58095;-69432
91845;-69140
95204;-69136
98697;-69131
109417;-69075
116951;-69002
120840;-68998
128847;-68993
266600;-68992
324029;-68981
403826;-68946
530031;-68933
562897;-68907
612895;-68900
694121;-68887
724763;-68861
1338252;-68854
2274131;-68842
6529799;-68833
6768698;-68685
6861455;-68679
7510499;-68670
7727427;-68664
7928305;-68636
8388437;-68585
8521083;-68570
8690658;-68537
9558801;-68533
10000034;-68513
10423817;-68471
11963864;-68456
17906216;-68452
45398633;-68412
