Seed: 1162378935
FFE found;Fitness
50;-86940
247;-75730
643;-73597
1325;-70637
2105;-69170
3053;-69007
4218;-68687
5388;-66742
6658;-66083
8020;-65952
11036;-65879
12686;-65824
16047;-65421
19846;-65214
40868;-64747
60733;-64468
114118;-64364
282906;-64315
350382;-64303
388949;-64236
574561;-64203
764832;-64198
1154222;-64167
1445823;-64165
1518583;-64164
1826359;-64161
1903741;-64068
2551671;-64065
2895189;-64041
3030730;-64011
3447178;-63984
22276479;-63936
42934187;-63917
119362653;-63904
153920152;-63879
186723036;-63868
187850212;-63855
188073716;-63794
214639458;-63749
