Seed: 858307237
FFE found;Fitness
131;-79616
524;-73735
1012;-70424
1598;-70152
2280;-68046
3059;-66723
4916;-66610
9878;-66335
11340;-65934
23154;-65599
25099;-65468
33704;-65407
38414;-65370
40870;-65318
46064;-65156
69275;-65035
78598;-64837
91809;-64836
102134;-64727
112619;-64725
127338;-64710
180907;-64645
192968;-64590
254441;-64515
319527;-64513
342662;-64507
371242;-64479
429499;-64472
475588;-64465
518653;-64362
718015;-64266
1134393;-64261
1264222;-64064
2068188;-63915
2216427;-63883
3189414;-63880
5213618;-63865
5597393;-63849
6722470;-63810
8885271;-63805
19085190;-63797
24192760;-63793
52320882;-63778
60452423;-63776
66777611;-63766
106220297;-63754
190028783;-63728
205258415;-63723
