Seed: 3720487267
FFE found;Fitness
171;-75948
825;-68710
1798;-67343
2870;-67171
6775;-66986
11347;-66702
12997;-66159
14656;-66127
16403;-65946
18193;-65905
22148;-65798
26321;-65743
35090;-65711
39787;-65691
42316;-65562
47702;-65561
53388;-65559
62228;-65336
68488;-65319
78390;-65246
81737;-65150
85139;-65064
88594;-65036
106605;-65034
128631;-64984
139942;-64955
147649;-64848
159533;-64783
197043;-64773
210152;-64758
237472;-64722
299286;-64710
334560;-64615
955776;-64511
1150878;-64395
1968061;-64368
2212066;-64350
2440186;-64323
3136289;-64298
3663578;-64292
4956627;-64269
5695655;-64231
6374616;-64099
7330063;-63924
7945739;-63898
8020534;-63863
13911373;-63837
16812888;-63834
57228067;-63726
67897743;-63701
69135698;-63684
73212923;-63678
80415512;-63669
111524660;-63667
118493679;-63664
143455009;-63656
