Seed: 1428683199
FFE found;Fitness
77;-82389
379;-73008
820;-72311
1397;-70694
2231;-69537
3208;-69478
4369;-67783
5738;-67048
7194;-66973
8657;-66495
10261;-66317
12008;-66067
13759;-65852
21361;-65717
29973;-65615
34923;-65371
42595;-65330
48133;-65259
50957;-65188
53872;-65092
69107;-65054
75446;-65000
142381;-64987
191684;-64977
215716;-64975
244249;-64665
303610;-64606
365581;-64559
431635;-64423
497403;-64401
570263;-64386
580847;-64369
651088;-64295
815202;-64281
941077;-64267
989978;-64195
1135137;-64178
1154819;-64172
1174659;-64154
2241622;-64152
3998344;-64128
5763908;-64045
10128199;-64043
10147407;-63949
11373389;-63948
14204527;-63943
17998803;-63887
23456172;-63866
25672107;-63847
53317721;-63768
91585762;-63693
91731327;-63682
94691651;-63657
100455117;-63646
104834392;-63643
106870160;-63580
112671065;-63560
133194379;-63555
134738404;-63507
181564180;-63481
