Seed: 300601932
FFE found;Fitness
205;-78373
890;-73436
1723;-72199
2694;-69954
3717;-67880
4886;-67637
6106;-66498
7470;-66354
8933;-66119
13899;-66001
25466;-65303
80317;-65269
114445;-65173
123474;-65156
157990;-65062
178045;-65048
198460;-64916
270754;-64882
274441;-64858
311312;-64844
326266;-64783
341700;-64680
353548;-64629
378128;-64620
413044;-64557
417557;-64549
478308;-64494
666700;-64418
714286;-64407
801707;-64374
836060;-64360
877488;-64357
993623;-64332
1176108;-64328
1182608;-64297
1391453;-64291
1412361;-64286
1475859;-64282
1533297;-64270
1584184;-64204
1765604;-64197
1866399;-64194
1993428;-64184
2837624;-64173
4837413;-63944
7823356;-63880
8156518;-63872
8196730;-63849
8554191;-63825
9236773;-63823
13066637;-63819
14465479;-63765
21067406;-63648
21244622;-63645
23365790;-63635
33945825;-63625
39171699;-63593
51506615;-63591
