Seed: 1013290800
FFE found;Fitness
207;-77789
888;-74462
1701;-69488
2738;-66824
4049;-66601
8526;-65694
10181;-65659
13774;-65622
15623;-65611
17568;-65598
21546;-65508
23639;-65421
25876;-65407
30538;-65368
32919;-65359
35299;-65217
45111;-65211
65982;-65174
74421;-64930
86270;-64520
92582;-64462
125942;-64434
137049;-64422
144718;-64299
160242;-64298
171885;-64296
175770;-64281
191684;-64225
253432;-64220
262446;-64217
420352;-64207
468776;-64196
742635;-64164
1253310;-64159
1434391;-64148
1732581;-64124
2065468;-64096
2498399;-64070
3001124;-64037
3154195;-64027
8814413;-64010
10603179;-64002
12273102;-63983
35213600;-63973
63921894;-63969
73314150;-63920
78892962;-63882
87790719;-63869
87858147;-63867
87885214;-63858
87966988;-63823
88021924;-63816
88257952;-63790
89634805;-63784
91186948;-63778
92080257;-63771
93873275;-63749
94295225;-63729
94437591;-63725
94485754;-63713
94550604;-63709
