Seed: 1246760403
FFE found;Fitness
390;-73499
1555;-70418
2767;-67480
5619;-67275
7273;-66734
9020;-66566
16581;-66021
18625;-65731
20764;-65508
27563;-65437
34902;-65165
42976;-64989
45889;-64907
58047;-64634
68249;-64609
71790;-64604
90324;-64593
109497;-64586
121330;-64548
194301;-64542
322879;-64515
336997;-64440
355800;-64421
398687;-64390
525556;-64304
614616;-64293
1120361;-64223
1405814;-64206
4447258;-64124
5003231;-64095
5278025;-64043
7106586;-64037
7500237;-64036
8005842;-64029
8284348;-64027
8633407;-64005
11702991;-63995
12528587;-63972
13258687;-63957
17761687;-63953
19125420;-63939
19674288;-63937
19728470;-63933
20894371;-63931
21555580;-63895
110499242;-63874
