Seed: 3982963215
FFE found;Fitness
36;-83845
333;-73633
736;-73058
1359;-70829
2143;-69632
3022;-67752
3997;-67731
5067;-67200
6251;-65927
7602;-65658
9045;-65204
12103;-65188
19105;-64998
26877;-64739
63880;-64688
72324;-64642
81063;-64639
90050;-64637
109886;-64634
130120;-64604
165156;-64537
175930;-64519
183208;-64439
264874;-64425
341352;-64416
409390;-64412
413806;-64384
422684;-64374
431617;-64360
601207;-64354
857695;-64350
884375;-64337
943649;-64322
1020276;-64308
1427625;-64273
2004049;-64267
2131235;-64252
3932217;-64238
5687695;-64223
6972099;-64202
9318112;-64201
9771875;-64129
9899541;-64128
10311035;-64070
31624734;-64068
35924879;-64025
38289952;-64019
66673023;-63999
69237810;-63963
69272495;-63892
69518745;-63888
69578405;-63864
70587055;-63861
71117858;-63795
71430089;-63788
75075728;-63738
79099797;-63724
79744951;-63716
79801440;-63700
