Seed: 1134707015
FFE found;Fitness
71;-84943
366;-74293
757;-72830
1282;-70820
1965;-69952
2747;-68895
3626;-68653
4641;-67519
5810;-67428
7072;-67145
9700;-66335
12511;-66211
15671;-66057
19123;-65904
24758;-65571
33257;-65479
40003;-65383
42379;-64931
59415;-64910
89260;-64768
97993;-64662
128031;-64653
131136;-64650
153090;-64645
173172;-64446
329278;-64414
472780;-64401
762746;-64397
877270;-64393
1558510;-64384
1596034;-64372
1829611;-64358
2046978;-64354
2788391;-64300
4083953;-64291
4167528;-64286
4322338;-64242
4512976;-64223
4857456;-64213
4958740;-64190
5079287;-64188
5244413;-64185
5695494;-64179
5749626;-64175
6181854;-64167
7083695;-64120
30430894;-64099
63142573;-64084
110167426;-63931
208862091;-63874
210472449;-63837
212939529;-63830
213298381;-63806
214704304;-63802
214735148;-63790
215168434;-63727
218042661;-63716
219451999;-63710
