Seed: 1145200081
FFE found;Fitness
139;-75159
565;-72701
1150;-70091
2516;-69521
4175;-67694
6220;-67381
7421;-66515
10188;-65746
15251;-65680
17000;-65403
20793;-65350
31701;-65282
41652;-65275
60304;-65135
65939;-65100
68799;-65015
87901;-64809
91297;-64758
115476;-64719
145694;-64707
173593;-64680
177674;-64604
198492;-64526
349425;-64510
368441;-64476
467129;-64421
492998;-64400
536441;-64364
798167;-64314
1312486;-64311
1319083;-64273
1365414;-64217
1704288;-64187
1952525;-64184
2607493;-64161
4508384;-64144
5479741;-64129
7657447;-64116
8014086;-64112
8108186;-64095
16631414;-64069
21758424;-63998
25885602;-63954
26072445;-63943
26437836;-63923
27628137;-63912
27806482;-63888
27954551;-63876
27977394;-63866
28368031;-63853
29356550;-63850
31214252;-63742
34935785;-63741
37520045;-63702
57775079;-63690
