Seed: 715750972
FFE found;Fitness
97;-80434
424;-72873
916;-70057
1502;-69045
3007;-68638
4116;-67685
5282;-67514
7864;-67076
9361;-66468
11013;-66424
12760;-66287
14513;-66072
20246;-65929
24426;-65658
26612;-65453
31098;-65378
35856;-65182
41011;-65167
43728;-65031
66984;-65008
86386;-64996
89789;-64984
96775;-64981
100268;-64973
107254;-64709
139579;-64629
190795;-64323
360057;-64209
578291;-64194
864370;-64183
1163368;-64165
1269326;-64008
1337245;-64007
1393756;-64005
1429707;-63990
2794318;-63974
3483644;-63973
5365490;-63953
5421368;-63952
10586882;-63949
11584651;-63892
15675794;-63792
15895034;-63791
16326685;-63790
74299234;-63767
