Seed: 1541481605
FFE found;Fitness
48;-80422
273;-74342
666;-72789
1155;-71828
1787;-69842
2566;-68586
3444;-67053
5502;-66675
7932;-66022
9198;-65765
12034;-65117
13623;-64974
15499;-64961
19531;-64907
28358;-64623
46128;-64621
48865;-64583
66039;-64537
130715;-64495
152392;-64472
197471;-64449
459305;-64366
472985;-64358
482113;-64336
1224975;-64279
1280711;-64277
1973094;-64224
2508881;-64222
3639720;-64186
4429199;-64161
4648213;-64154
4915119;-64095
7351854;-64085
7878429;-64073
8566119;-64061
12023916;-64043
12942455;-64040
13710512;-64021
17015365;-63991
147992001;-63941
157045602;-63937
177958642;-63895
